date,sku,on_hand,cost,reorder_point,category,brand
2024-01-01,ZAN-1011B,97,24.54,13,Bescherming,Zandstra
2024-01-01,ZAN-1012B,41,50.02,6,Bescherming,Zandstra
2024-01-01,ZAN-1013B,38,36.01,19,Bescherming,Zandstra
2024-01-01,ZAN-1014B,29,43.07,13,Bescherming,Zandstra
2024-01-01,ZAN-1015B,2,104.35,9,Bescherming,Zandstra
2024-01-01,ZAN-1016B,0,115.32,20,Bescherming,Zandstra
2024-01-01,ZAN-1017B,90,42.86,14,Bescherming,Zandstra
2024-01-01,ZAN-1018B,79,57.13,11,Bescherming,Zandstra
2024-01-01,ZAN-1019B,56,19.13,18,Bescherming,Zandstra
2024-04-01,VIK-1000S,11,30.28,21,Schaatsen,Viking
2024-04-01,VIK-1001S,101,54.62,24,Schaatsen,Viking
2024-04-01,VIK-1002S,116,86.79,5,Schaatsen,Viking
2024-04-01,VIK-1003S,39,23.03,5,Schaatsen,Viking
2024-04-01,VIK-1004S,70,101.38,6,Schaatsen,Viking
2024-04-01,VIK-1005S,5,106.25,23,Schaatsen,Viking
2024-04-01,VIK-1006S,59,26.39,7,Schaatsen,Viking
2024-04-01,VIK-1007S,86,92.52,11,Schaatsen,Viking
2024-04-01,VIK-1008S,13,58.31,14,Schaatsen,Viking
2024-04-01,VIK-1009S,113,107.96,24,Schaatsen,Viking
2024-04-01,VIK-1010S,76,85.78,9,Schaatsen,Viking
2024-04-01,VIK-1011S,60,100.44,13,Schaatsen,Viking
2024-04-01,VIK-1012S,38,83.72,9,Schaatsen,Viking
2024-04-01,VIK-1013S,80,39.37,8,Schaatsen,Viking
2024-04-01,VIK-1014S,101,102.55,12,Schaatsen,Viking
2024-04-01,VIK-1015S,60,49.28,7,Schaatsen,Viking
2024-04-01,VIK-1016S,76,55.3,7,Schaatsen,Viking
2024-04-01,VIK-1017S,57,110.04,17,Schaatsen,Viking
2024-04-01,VIK-1018S,47,106.27,16,Schaatsen,Viking
2024-04-01,VIK-1019S,101,47.97,24,Schaatsen,Viking
2024-04-01,VIK-1000S,21,95.72,10,Schoenen,Viking
2024-04-01,VIK-1001S,18,31.72,15,Schoenen,Viking
2024-04-01,VIK-1002S,64,34.01,10,Schoenen,Viking
2024-04-01,VIK-1003S,31,105.38,10,Schoenen,Viking
2024-04-01,VIK-1004S,107,116.75,17,Schoenen,Viking
2024-04-01,VIK-1005S,50,104.38,19,Schoenen,Viking
2024-04-01,VIK-1006S,119,104.63,5,Schoenen,Viking
2024-04-01,VIK-1007S,8,76.22,15,Schoenen,Viking
2024-04-01,VIK-1008S,67,83.41,14,Schoenen,Viking
2024-04-01,VIK-1009S,66,89.55,16,Schoenen,Viking
2024-04-01,VIK-1010S,49,26.69,14,Schoenen,Viking
2024-04-01,VIK-1011S,10,72.15,17,Schoenen,Viking
2024-04-01,VIK-1012S,50,118.93,20,Schoenen,Viking
2024-04-01,VIK-1013S,60,31.23,19,Schoenen,Viking
2024-04-01,VIK-1014S,82,60.98,14,Schoenen,Viking
2024-04-01,VIK-1015S,47,104.47,13,Schoenen,Viking
2024-04-01,VIK-1016S,105,85.39,16,Schoenen,Viking
2024-04-01,VIK-1017S,103,91.11,15,Schoenen,Viking
2024-04-01,VIK-1018S,64,97.93,7,Schoenen,Viking
2024-04-01,VIK-1019S,27,33.4,21,Schoenen,Viking
2024-04-01,VIK-1000K,12,74.75,16,Kleding,Viking
2024-04-01,VIK-1001K,93,41.14,23,Kleding,Viking
2024-04-01,VIK-1002K,89,73.34,21,Kleding,Viking
2024-04-01,VIK-1003K,20,85.85,9,Kleding,Viking
2024-04-01,VIK-1004K,85,61.05,13,Kleding,Viking
2024-04-01,VIK-1005K,34,101.88,17,Kleding,Viking
2024-04-01,VIK-1006K,93,94.37,20,Kleding,Viking
2024-04-01,VIK-1007K,117,22.66,9,Kleding,Viking
2024-04-01,VIK-1008K,29,27.69,12,Kleding,Viking
2024-04-01,VIK-1009K,62,97.29,5,Kleding,Viking
2024-04-01,VIK-1010K,21,28.52,9,Kleding,Viking
2024-04-01,VIK-1011K,98,17.28,9,Kleding,Viking
2024-04-01,VIK-1012K,8,113.72,24,Kleding,Viking
2024-04-01,VIK-1013K,6,93.0,16,Kleding,Viking
2024-04-01,VIK-1014K,72,19.86,5,Kleding,Viking
2024-04-01,VIK-1015K,50,68.53,14,Kleding,Viking
2024-04-01,VIK-1016K,12,102.47,11,Kleding,Viking
2024-04-01,VIK-1017K,44,21.15,17,Kleding,Viking
2024-04-01,VIK-1018K,60,17.83,10,Kleding,Viking
2024-04-01,VIK-1019K,82,87.62,22,Kleding,Viking
2024-04-01,VIK-1000A,15,60.72,13,Accessoires,Viking
2024-04-01,VIK-1001A,47,51.59,21,Accessoires,Viking
2024-04-01,VIK-1002A,3,61.0,5,Accessoires,Viking
2024-04-01,VIK-1003A,73,66.2,15,Accessoires,Viking
2024-04-01,VIK-1004A,54,60.08,15,Accessoires,Viking
2024-04-01,VIK-1005A,5,76.57,19,Accessoires,Viking
2024-04-01,VIK-1006A,100,104.5,12,Accessoires,Viking
2024-04-01,VIK-1007A,75,28.49,16,Accessoires,Viking
2024-04-01,VIK-1008A,56,19.03,12,Accessoires,Viking
2024-04-01,VIK-1009A,5,75.23,13,Accessoires,Viking
2024-04-01,VIK-1010A,94,93.53,14,Accessoires,Viking
2024-04-01,VIK-1011A,49,30.04,14,Accessoires,Viking
2024-04-01,VIK-1012A,94,24.5,6,Accessoires,Viking
2024-04-01,VIK-1013A,77,100.33,22,Accessoires,Viking
2024-04-01,VIK-1014A,28,95.14,17,Accessoires,Viking
2024-04-01,VIK-1015A,85,23.1,8,Accessoires,Viking
2024-04-01,VIK-1016A,3,76.31,16,Accessoires,Viking
2024-04-01,VIK-1017A,111,37.55,11,Accessoires,Viking
2024-04-01,VIK-1018A,51,54.96,23,Accessoires,Viking
2024-04-01,VIK-1019A,43,22.46,8,Accessoires,Viking
2024-04-01,VIK-1000S,96,31.98,23,Slijpen,Viking
2024-04-01,VIK-1001S,109,77.94,21,Slijpen,Viking
2024-04-01,VIK-1002S,12,60.16,6,Slijpen,Viking
2024-04-01,VIK-1003S,42,30.11,20,Slijpen,Viking
2024-04-01,VIK-1004S,4,66.3,14,Slijpen,Viking
2024-04-01,VIK-1005S,75,78.43,9,Slijpen,Viking
2024-04-01,VIK-1006S,98,116.41,12,Slijpen,Viking
2024-04-01,VIK-1007S,86,27.94,12,Slijpen,Viking
2024-04-01,VIK-1008S,80,87.23,9,Slijpen,Viking
2024-04-01,VIK-1009S,107,79.2,24,Slijpen,Viking
2024-04-01,VIK-1010S,10,108.07,22,Slijpen,Viking
2024-04-01,VIK-1011S,37,110.46,19,Slijpen,Viking
2024-04-01,VIK-1012S,41,94.23,16,Slijpen,Viking
2024-04-01,VIK-1013S,53,112.88,18,Slijpen,Viking
2024-04-01,VIK-1014S,29,62.61,13,Slijpen,Viking
2024-04-01,VIK-1015S,45,104.33,19,Slijpen,Viking
2024-04-01,VIK-1016S,87,99.92,24,Slijpen,Viking
2024-04-01,VIK-1017S,95,78.18,12,Slijpen,Viking
2024-04-01,VIK-1018S,60,57.0,20,Slijpen,Viking
2024-04-01,VIK-1019S,49,81.46,9,Slijpen,Viking
2024-04-01,VIK-1000B,114,27.43,24,Bescherming,Viking
2024-04-01,VIK-1001B,33,52.18,7,Bescherming,Viking
2024-04-01,VIK-1002B,44,43.52,15,Bescherming,Viking
2024-04-01,VIK-1003B,55,67.62,13,Bescherming,Viking
2024-04-01,VIK-1004B,114,109.58,24,Bescherming,Viking
2024-04-01,VIK-1005B,6,47.93,8,Bescherming,Viking
2024-04-01,VIK-1006B,75,79.59,17,Bescherming,Viking
2024-04-01,VIK-1007B,7,34.52,6,Bescherming,Viking
2024-04-01,VIK-1008B,100,22.87,16,Bescherming,Viking
2024-04-01,VIK-1009B,106,45.38,13,Bescherming,Viking
2024-04-01,VIK-1010B,16,85.6,8,Bescherming,Viking
2024-04-01,VIK-1011B,113,73.06,17,Bescherming,Viking
2024-04-01,VIK-1012B,39,32.77,15,Bescherming,Viking
2024-04-01,VIK-1013B,48,99.54,7,Bescherming,Viking
2024-04-01,VIK-1014B,88,96.01,10,Bescherming,Viking
2024-04-01,VIK-1015B,34,30.56,18,Bescherming,Viking
2024-04-01,VIK-1016B,7,117.9,8,Bescherming,Viking
2024-04-01,VIK-1017B,94,37.6,6,Bescherming,Viking
2024-04-01,VIK-1018B,46,112.25,23,Bescherming,Viking
2024-04-01,VIK-1019B,103,64.34,7,Bescherming,Viking
2024-04-01,MAP-1000S,54,89.03,18,Schaatsen,Maple
2024-04-01,MAP-1001S,32,26.54,10,Schaatsen,Maple
2024-04-01,MAP-1002S,35,41.74,14,Schaatsen,Maple
2024-04-01,MAP-1003S,77,70.91,19,Schaatsen,Maple
2024-04-01,MAP-1004S,46,108.63,24,Schaatsen,Maple
2024-04-01,MAP-1005S,44,22.74,18,Schaatsen,Maple
2024-04-01,MAP-1006S,26,111.67,14,Schaatsen,Maple
2024-04-01,MAP-1007S,90,101.51,13,Schaatsen,Maple
2024-04-01,MAP-1008S,116,94.72,11,Schaatsen,Maple
2024-04-01,MAP-1009S,18,117.14,20,Schaatsen,Maple
2024-04-01,MAP-1010S,56,38.2,6,Schaatsen,Maple
2024-04-01,MAP-1011S,70,49.47,7,Schaatsen,Maple
2024-04-01,MAP-1012S,24,98.67,7,Schaatsen,Maple
2024-04-01,MAP-1013S,46,39.4,10,Schaatsen,Maple
2024-04-01,MAP-1014S,32,16.39,8,Schaatsen,Maple
2024-04-01,MAP-1015S,72,36.2,20,Schaatsen,Maple
2024-04-01,MAP-1016S,92,113.56,22,Schaatsen,Maple
2024-04-01,MAP-1017S,76,108.86,16,Schaatsen,Maple
2024-04-01,MAP-1018S,13,73.83,16,Schaatsen,Maple
2024-04-01,MAP-1019S,15,82.98,12,Schaatsen,Maple
2024-04-01,MAP-1000S,40,58.88,12,Schoenen,Maple
2024-04-01,MAP-1001S,51,29.84,23,Schoenen,Maple
2024-04-01,MAP-1002S,94,116.75,12,Schoenen,Maple
2024-04-01,MAP-1003S,109,61.63,19,Schoenen,Maple
2024-04-01,MAP-1004S,13,71.06,22,Schoenen,Maple
2024-04-01,MAP-1005S,24,77.02,22,Schoenen,Maple
2024-04-01,MAP-1006S,23,31.99,23,Schoenen,Maple
2024-04-01,MAP-1007S,58,45.04,21,Schoenen,Maple
2024-04-01,MAP-1008S,7,72.59,10,Schoenen,Maple
2024-04-01,MAP-1009S,97,36.3,10,Schoenen,Maple
2024-04-01,MAP-1010S,63,38.99,16,Schoenen,Maple
2024-04-01,MAP-1011S,100,62.67,13,Schoenen,Maple
2024-04-01,MAP-1012S,6,70.54,13,Schoenen,Maple
2024-04-01,MAP-1013S,104,36.61,10,Schoenen,Maple
2024-04-01,MAP-1014S,58,40.38,22,Schoenen,Maple
2024-04-01,MAP-1015S,90,55.53,23,Schoenen,Maple
2024-04-01,MAP-1016S,39,50.95,24,Schoenen,Maple
2024-04-01,MAP-1017S,43,39.92,17,Schoenen,Maple
2024-04-01,MAP-1018S,106,58.63,15,Schoenen,Maple
2024-04-01,MAP-1019S,14,57.21,14,Schoenen,Maple
2024-04-01,MAP-1000K,112,101.97,12,Kleding,Maple
2024-04-01,MAP-1001K,112,56.35,7,Kleding,Maple
2024-04-01,MAP-1002K,78,53.31,8,Kleding,Maple
2024-04-01,MAP-1003K,90,110.29,16,Kleding,Maple
2024-04-01,MAP-1004K,92,90.76,16,Kleding,Maple
2024-04-01,MAP-1005K,55,83.11,11,Kleding,Maple
2024-04-01,MAP-1006K,113,64.42,9,Kleding,Maple
2024-04-01,MAP-1007K,94,68.18,21,Kleding,Maple
2024-04-01,MAP-1008K,32,55.84,24,Kleding,Maple
2024-04-01,MAP-1009K,74,34.83,12,Kleding,Maple
2024-04-01,MAP-1010K,24,77.27,16,Kleding,Maple
2024-04-01,MAP-1011K,104,51.12,10,Kleding,Maple
2024-04-01,MAP-1012K,45,25.59,12,Kleding,Maple
2024-04-01,MAP-1013K,101,81.71,16,Kleding,Maple
2024-04-01,MAP-1014K,0,90.72,12,Kleding,Maple
2024-04-01,MAP-1015K,44,25.66,7,Kleding,Maple
2024-04-01,MAP-1016K,76,106.14,10,Kleding,Maple
2024-04-01,MAP-1017K,9,54.51,21,Kleding,Maple
2024-04-01,MAP-1018K,65,115.46,16,Kleding,Maple
2024-04-01,MAP-1019K,37,15.64,9,Kleding,Maple
2024-04-01,MAP-1000A,91,98.5,23,Accessoires,Maple
2024-04-01,MAP-1001A,16,47.75,22,Accessoires,Maple
2024-04-01,MAP-1002A,26,71.89,24,Accessoires,Maple
2024-04-01,MAP-1003A,110,108.12,16,Accessoires,Maple
2024-04-01,MAP-1004A,116,72.33,17,Accessoires,Maple
2024-04-01,MAP-1005A,70,53.19,21,Accessoires,Maple
2024-04-01,MAP-1006A,62,108.63,22,Accessoires,Maple
2024-04-01,MAP-1007A,26,59.2,7,Accessoires,Maple
2024-04-01,MAP-1008A,60,36.89,20,Accessoires,Maple
2024-04-01,MAP-1009A,57,36.07,18,Accessoires,Maple
2024-04-01,MAP-1010A,71,93.34,5,Accessoires,Maple
2024-04-01,MAP-1011A,57,85.29,5,Accessoires,Maple
2024-04-01,MAP-1012A,92,66.78,21,Accessoires,Maple
2024-04-01,MAP-1013A,9,26.02,5,Accessoires,Maple
2024-04-01,MAP-1014A,111,95.22,21,Accessoires,Maple
2024-04-01,MAP-1015A,76,87.85,24,Accessoires,Maple
2024-04-01,MAP-1016A,7,119.56,17,Accessoires,Maple
2024-04-01,MAP-1017A,85,17.33,11,Accessoires,Maple
2024-04-01,MAP-1018A,107,40.57,20,Accessoires,Maple
2024-04-01,MAP-1019A,28,45.63,12,Accessoires,Maple
2024-04-01,MAP-1000S,12,71.85,12,Slijpen,Maple
2024-04-01,MAP-1001S,88,103.26,13,Slijpen,Maple
2024-04-01,MAP-1002S,1,57.3,22,Slijpen,Maple
2024-04-01,MAP-1003S,118,82.85,18,Slijpen,Maple
2024-04-01,MAP-1004S,9,82.39,11,Slijpen,Maple
2024-04-01,MAP-1005S,72,102.79,16,Slijpen,Maple
2024-04-01,MAP-1006S,87,88.92,22,Slijpen,Maple
2024-04-01,MAP-1007S,51,86.12,11,Slijpen,Maple
2024-04-01,MAP-1008S,33,62.79,5,Slijpen,Maple
2024-04-01,MAP-1009S,53,36.03,17,Slijpen,Maple
2024-04-01,MAP-1010S,103,37.8,21,Slijpen,Maple
2024-04-01,MAP-1011S,23,29.76,6,Slijpen,Maple
2024-04-01,MAP-1012S,3,43.13,13,Slijpen,Maple
2024-04-01,MAP-1013S,23,22.2,10,Slijpen,Maple
2024-04-01,MAP-1014S,37,114.42,21,Slijpen,Maple
2024-04-01,MAP-1015S,23,90.57,14,Slijpen,Maple
2024-04-01,MAP-1016S,62,19.19,14,Slijpen,Maple
2024-04-01,MAP-1017S,51,39.3,15,Slijpen,Maple
2024-04-01,MAP-1018S,45,85.2,6,Slijpen,Maple
2024-04-01,MAP-1019S,109,88.63,12,Slijpen,Maple
2024-04-01,MAP-1000B,23,99.9,7,Bescherming,Maple
2024-04-01,MAP-1001B,102,21.77,12,Bescherming,Maple
2024-04-01,MAP-1002B,68,91.63,10,Bescherming,Maple
2024-04-01,MAP-1003B,58,118.32,23,Bescherming,Maple
2024-04-01,MAP-1004B,49,113.33,10,Bescherming,Maple
2024-04-01,MAP-1005B,109,37.71,5,Bescherming,Maple
2024-04-01,MAP-1006B,77,71.83,23,Bescherming,Maple
2024-04-01,MAP-1007B,83,18.29,16,Bescherming,Maple
2024-04-01,MAP-1008B,19,80.56,21,Bescherming,Maple
2024-04-01,MAP-1009B,38,40.28,17,Bescherming,Maple
2024-04-01,MAP-1010B,98,60.29,10,Bescherming,Maple
2024-04-01,MAP-1011B,8,69.23,6,Bescherming,Maple
2024-04-01,MAP-1012B,119,117.58,5,Bescherming,Maple
2024-04-01,MAP-1013B,116,79.98,23,Bescherming,Maple
2024-04-01,MAP-1014B,20,95.84,6,Bescherming,Maple
2024-04-01,MAP-1015B,116,87.77,13,Bescherming,Maple
2024-04-01,MAP-1016B,45,28.95,6,Bescherming,Maple
2024-04-01,MAP-1017B,43,68.06,6,Bescherming,Maple
2024-04-01,MAP-1018B,49,21.07,11,Bescherming,Maple
2024-04-01,MAP-1019B,96,81.74,5,Bescherming,Maple
2024-04-01,EHS-1000S,105,26.09,7,Schaatsen,EHS
2024-04-01,EHS-1001S,67,96.8,15,Schaatsen,EHS
2024-04-01,EHS-1002S,99,61.62,11,Schaatsen,EHS
2024-04-01,EHS-1003S,36,70.56,22,Schaatsen,EHS
2024-04-01,EHS-1004S,85,36.11,13,Schaatsen,EHS
2024-04-01,EHS-1005S,65,52.4,24,Schaatsen,EHS
2024-04-01,EHS-1006S,27,50.49,14,Schaatsen,EHS
2024-04-01,EHS-1007S,7,20.61,19,Schaatsen,EHS
2024-04-01,EHS-1008S,115,47.73,11,Schaatsen,EHS
2024-04-01,EHS-1009S,101,47.9,13,Schaatsen,EHS
2024-04-01,EHS-1010S,1,69.28,20,Schaatsen,EHS
2024-04-01,EHS-1011S,68,117.87,23,Schaatsen,EHS
2024-04-01,EHS-1012S,72,48.75,18,Schaatsen,EHS
2024-04-01,EHS-1013S,69,73.53,24,Schaatsen,EHS
2024-04-01,EHS-1014S,6,75.04,21,Schaatsen,EHS
2024-04-01,EHS-1015S,40,18.91,9,Schaatsen,EHS
2024-04-01,EHS-1016S,52,24.95,13,Schaatsen,EHS
2024-04-01,EHS-1017S,16,31.39,14,Schaatsen,EHS
2024-04-01,EHS-1018S,56,45.5,14,Schaatsen,EHS
2024-04-01,EHS-1019S,109,81.8,17,Schaatsen,EHS
2024-04-01,EHS-1000S,20,118.92,21,Schoenen,EHS
2024-04-01,EHS-1001S,70,65.65,17,Schoenen,EHS
2024-04-01,EHS-1002S,22,72.45,5,Schoenen,EHS
2024-04-01,EHS-1003S,46,46.87,14,Schoenen,EHS
2024-04-01,EHS-1004S,68,60.47,9,Schoenen,EHS
2024-04-01,EHS-1005S,65,107.62,14,Schoenen,EHS
2024-04-01,EHS-1006S,47,23.09,14,Schoenen,EHS
2024-04-01,EHS-1007S,20,113.36,24,Schoenen,EHS
2024-04-01,EHS-1008S,57,47.65,13,Schoenen,EHS
2024-04-01,EHS-1009S,100,88.19,23,Schoenen,EHS
2024-04-01,EHS-1010S,58,61.49,6,Schoenen,EHS
2024-04-01,EHS-1011S,17,31.68,8,Schoenen,EHS
2024-04-01,EHS-1012S,40,81.74,7,Schoenen,EHS
2024-04-01,EHS-1013S,20,26.56,9,Schoenen,EHS
2024-04-01,EHS-1014S,114,118.95,13,Schoenen,EHS
2024-04-01,EHS-1015S,55,25.77,19,Schoenen,EHS
2024-04-01,EHS-1016S,84,30.45,15,Schoenen,EHS
2024-04-01,EHS-1017S,8,24.03,23,Schoenen,EHS
2024-04-01,EHS-1018S,49,78.09,16,Schoenen,EHS
2024-04-01,EHS-1019S,71,38.44,15,Schoenen,EHS
2024-04-01,EHS-1000K,4,33.45,24,Kleding,EHS
2024-04-01,EHS-1001K,99,46.62,23,Kleding,EHS
2024-04-01,EHS-1002K,56,105.75,7,Kleding,EHS
2024-04-01,EHS-1003K,13,65.4,7,Kleding,EHS
2024-04-01,EHS-1004K,92,34.67,17,Kleding,EHS
2024-04-01,EHS-1005K,88,102.09,7,Kleding,EHS
2024-04-01,EHS-1006K,31,54.88,11,Kleding,EHS
2024-04-01,EHS-1007K,114,77.61,23,Kleding,EHS
2024-04-01,EHS-1008K,86,15.11,15,Kleding,EHS
2024-04-01,EHS-1009K,83,48.68,6,Kleding,EHS
2024-04-01,EHS-1010K,114,96.23,14,Kleding,EHS
2024-04-01,EHS-1011K,83,110.73,8,Kleding,EHS
2024-04-01,EHS-1012K,92,59.64,8,Kleding,EHS
2024-04-01,EHS-1013K,118,57.72,20,Kleding,EHS
2024-04-01,EHS-1014K,66,87.86,5,Kleding,EHS
2024-04-01,EHS-1015K,81,20.62,16,Kleding,EHS
2024-04-01,EHS-1016K,41,86.8,12,Kleding,EHS
2024-04-01,EHS-1017K,70,73.73,23,Kleding,EHS
2024-04-01,EHS-1018K,104,31.71,20,Kleding,EHS
2024-04-01,EHS-1019K,48,18.52,18,Kleding,EHS
2024-04-01,EHS-1000A,83,86.11,14,Accessoires,EHS
2024-04-01,EHS-1001A,39,67.41,10,Accessoires,EHS
2024-04-01,EHS-1002A,36,27.77,15,Accessoires,EHS
2024-04-01,EHS-1003A,45,21.79,5,Accessoires,EHS
2024-04-01,EHS-1004A,101,36.76,8,Accessoires,EHS
2024-04-01,EHS-1005A,63,82.01,20,Accessoires,EHS
2024-04-01,EHS-1006A,58,44.48,13,Accessoires,EHS
2024-04-01,EHS-1007A,75,83.12,9,Accessoires,EHS
2024-04-01,EHS-1008A,68,49.86,8,Accessoires,EHS
2024-04-01,EHS-1009A,45,47.74,6,Accessoires,EHS
2024-04-01,EHS-1010A,4,50.38,14,Accessoires,EHS
2024-04-01,EHS-1011A,107,58.08,10,Accessoires,EHS
2024-04-01,EHS-1012A,25,40.69,23,Accessoires,EHS
2024-04-01,EHS-1013A,43,106.71,20,Accessoires,EHS
2024-04-01,EHS-1014A,106,48.45,13,Accessoires,EHS
2024-04-01,EHS-1015A,110,51.59,13,Accessoires,EHS
2024-04-01,EHS-1016A,12,117.74,22,Accessoires,EHS
2024-04-01,EHS-1017A,96,60.65,23,Accessoires,EHS
2024-04-01,EHS-1018A,36,112.51,8,Accessoires,EHS
2024-04-01,EHS-1019A,67,111.28,10,Accessoires,EHS
2024-04-01,EHS-1000S,54,96.89,13,Slijpen,EHS
2024-04-01,EHS-1001S,66,49.04,12,Slijpen,EHS
2024-04-01,EHS-1002S,89,47.75,16,Slijpen,EHS
2024-04-01,EHS-1003S,39,101.24,12,Slijpen,EHS
2024-04-01,EHS-1004S,10,25.68,5,Slijpen,EHS
2024-04-01,EHS-1005S,104,39.97,15,Slijpen,EHS
2024-04-01,EHS-1006S,45,89.42,11,Slijpen,EHS
2024-04-01,EHS-1007S,119,66.78,11,Slijpen,EHS
2024-04-01,EHS-1008S,7,109.22,9,Slijpen,EHS
2024-04-01,EHS-1009S,98,34.92,23,Slijpen,EHS
2024-04-01,EHS-1010S,97,93.03,14,Slijpen,EHS
2024-04-01,EHS-1011S,64,63.22,22,Slijpen,EHS
2024-04-01,EHS-1012S,67,90.34,22,Slijpen,EHS
2024-04-01,EHS-1013S,88,34.96,20,Slijpen,EHS
2024-04-01,EHS-1014S,28,84.32,14,Slijpen,EHS
2024-04-01,EHS-1015S,8,74.96,8,Slijpen,EHS
2024-04-01,EHS-1016S,33,33.41,14,Slijpen,EHS
2024-04-01,EHS-1017S,26,16.9,18,Slijpen,EHS
2024-04-01,EHS-1018S,17,80.71,5,Slijpen,EHS
2024-04-01,EHS-1019S,51,66.18,23,Slijpen,EHS
2024-04-01,EHS-1000B,109,18.02,9,Bescherming,EHS
2024-04-01,EHS-1001B,10,90.37,14,Bescherming,EHS
2024-04-01,EHS-1002B,42,21.13,10,Bescherming,EHS
2024-04-01,EHS-1003B,67,67.65,6,Bescherming,EHS
2024-04-01,EHS-1004B,64,79.56,21,Bescherming,EHS
2024-04-01,EHS-1005B,54,37.21,6,Bescherming,EHS
2024-04-01,EHS-1006B,44,117.93,15,Bescherming,EHS
2024-04-01,EHS-1007B,25,80.76,15,Bescherming,EHS
2024-04-01,EHS-1008B,16,52.79,11,Bescherming,EHS
2024-04-01,EHS-1009B,92,18.59,10,Bescherming,EHS
2024-04-01,EHS-1010B,64,18.22,24,Bescherming,EHS
2024-04-01,EHS-1011B,40,21.56,24,Bescherming,EHS
2024-04-01,EHS-1012B,58,72.94,5,Bescherming,EHS
2024-04-01,EHS-1013B,18,77.33,5,Bescherming,EHS
2024-04-01,EHS-1014B,62,72.08,6,Bescherming,EHS
2024-04-01,EHS-1015B,13,58.16,18,Bescherming,EHS
2024-04-01,EHS-1016B,2,55.48,21,Bescherming,EHS
2024-04-01,EHS-1017B,2,72.45,19,Bescherming,EHS
2024-04-01,EHS-1018B,5,92.05,16,Bescherming,EHS
2024-04-01,EHS-1019B,102,57.58,19,Bescherming,EHS
2024-04-01,RAP-1000S,101,45.94,17,Schaatsen,Raps
2024-04-01,RAP-1001S,6,60.53,6,Schaatsen,Raps
2024-04-01,RAP-1002S,54,26.3,24,Schaatsen,Raps
2024-04-01,RAP-1003S,56,75.25,16,Schaatsen,Raps
2024-04-01,RAP-1004S,17,51.83,13,Schaatsen,Raps
2024-04-01,RAP-1005S,52,16.85,12,Schaatsen,Raps
2024-04-01,RAP-1006S,26,25.88,5,Schaatsen,Raps
2024-04-01,RAP-1007S,43,74.11,18,Schaatsen,Raps
2024-04-01,RAP-1008S,47,67.94,11,Schaatsen,Raps
2024-04-01,RAP-1009S,79,101.61,15,Schaatsen,Raps
2024-04-01,RAP-1010S,4,118.5,9,Schaatsen,Raps
2024-04-01,RAP-1011S,118,46.71,7,Schaatsen,Raps
2024-04-01,RAP-1012S,26,38.78,16,Schaatsen,Raps
2024-04-01,RAP-1013S,6,65.06,12,Schaatsen,Raps
2024-04-01,RAP-1014S,108,71.74,7,Schaatsen,Raps
2024-04-01,RAP-1015S,52,114.73,18,Schaatsen,Raps
2024-04-01,RAP-1016S,92,51.65,13,Schaatsen,Raps
2024-04-01,RAP-1017S,83,17.19,14,Schaatsen,Raps
2024-04-01,RAP-1018S,104,75.51,6,Schaatsen,Raps
2024-04-01,RAP-1019S,11,65.18,22,Schaatsen,Raps
2024-04-01,RAP-1000S,67,70.06,9,Schoenen,Raps
2024-04-01,RAP-1001S,13,119.98,20,Schoenen,Raps
2024-04-01,RAP-1002S,57,52.87,12,Schoenen,Raps
2024-04-01,RAP-1003S,2,36.5,13,Schoenen,Raps
2024-04-01,RAP-1004S,21,36.1,21,Schoenen,Raps
2024-04-01,RAP-1005S,95,68.25,22,Schoenen,Raps
2024-04-01,RAP-1006S,78,39.8,6,Schoenen,Raps
2024-04-01,RAP-1007S,84,109.54,18,Schoenen,Raps
2024-04-01,RAP-1008S,37,49.35,6,Schoenen,Raps
2024-04-01,RAP-1009S,41,113.63,24,Schoenen,Raps
2024-04-01,RAP-1010S,118,40.72,23,Schoenen,Raps
2024-04-01,RAP-1011S,107,91.78,7,Schoenen,Raps
2024-04-01,RAP-1012S,83,84.71,6,Schoenen,Raps
2024-04-01,RAP-1013S,37,110.91,10,Schoenen,Raps
2024-04-01,RAP-1014S,19,38.48,15,Schoenen,Raps
2024-04-01,RAP-1015S,90,16.8,18,Schoenen,Raps
2024-04-01,RAP-1016S,13,58.52,14,Schoenen,Raps
2024-04-01,RAP-1017S,109,65.44,18,Schoenen,Raps
2024-04-01,RAP-1018S,71,68.4,18,Schoenen,Raps
2024-04-01,RAP-1019S,16,85.02,21,Schoenen,Raps
2024-04-01,RAP-1000K,92,58.32,24,Kleding,Raps
2024-04-01,RAP-1001K,85,30.29,10,Kleding,Raps
2024-04-01,RAP-1002K,54,36.27,24,Kleding,Raps
2024-04-01,RAP-1003K,46,18.93,15,Kleding,Raps
2024-04-01,RAP-1004K,26,108.73,6,Kleding,Raps
2024-04-01,RAP-1005K,84,119.48,12,Kleding,Raps
2024-04-01,RAP-1006K,74,64.73,19,Kleding,Raps
2024-04-01,RAP-1007K,29,113.67,23,Kleding,Raps
2024-04-01,RAP-1008K,81,41.52,19,Kleding,Raps
2024-04-01,RAP-1009K,105,64.27,8,Kleding,Raps
2024-04-01,RAP-1010K,117,64.02,18,Kleding,Raps
2024-04-01,RAP-1011K,34,117.16,10,Kleding,Raps
2024-04-01,RAP-1012K,114,116.52,22,Kleding,Raps
