date,employee_id,role,hours,hourly_wage
2023-11-21,E4,admin,3.56,20.0
2023-11-22,E1,sales,5.19,18.5
2023-11-22,E2,sales,7.94,17.5
2023-11-22,E3,warehouse,6.38,16.0
2023-11-22,E4,admin,4.88,20.0
2023-11-23,E1,sales,6.01,18.5
2023-11-23,E2,sales,5.83,17.5
2023-11-23,E3,warehouse,4.58,16.0
2023-11-23,E4,admin,2.0,20.0
2023-11-24,E1,sales,6.67,18.5
2023-11-24,E2,sales,7.69,17.5
2023-11-24,E3,warehouse,4.58,16.0
2023-11-24,E4,admin,3.63,20.0
2023-11-25,E1,sales,4.48,18.5
2023-11-25,E2,sales,6.33,17.5
2023-11-25,E3,warehouse,5.03,16.0
2023-11-25,E4,admin,3.31,20.0
2023-11-26,E1,sales,5.96,18.5
2023-11-26,E2,sales,4.93,17.5
2023-11-26,E3,warehouse,6.67,16.0
2023-11-26,E4,admin,3.02,20.0
2023-11-27,E1,sales,6.66,18.5
2023-11-27,E2,sales,5.31,17.5
2023-11-27,E3,warehouse,4.9,16.0
2023-11-27,E4,admin,3.21,20.0
2023-11-28,E1,sales,5.93,18.5
2023-11-28,E2,sales,4.19,17.5
2023-11-28,E3,warehouse,8.25,16.0
2023-11-28,E4,admin,4.02,20.0
2023-11-29,E1,sales,6.09,18.5
2023-11-29,E2,sales,4.78,17.5
2023-11-29,E3,warehouse,4.39,16.0
2023-11-29,E4,admin,3.83,20.0
2023-11-30,E1,sales,4.83,18.5
2023-11-30,E2,sales,5.64,17.5
2023-11-30,E3,warehouse,6.34,16.0
2023-11-30,E4,admin,2.55,20.0
2023-12-01,E1,sales,5.79,18.5
2023-12-01,E2,sales,6.05,17.5
2023-12-01,E3,warehouse,5.63,16.0
2023-12-01,E4,admin,3.67,20.0
2023-12-02,E1,sales,6.32,18.5
2023-12-02,E2,sales,6.2,17.5
2023-12-02,E3,warehouse,8.15,16.0
2023-12-02,E4,admin,3.88,20.0
2023-12-03,E1,sales,5.67,18.5
2023-12-03,E2,sales,7.5,17.5
2023-12-03,E3,warehouse,7.85,16.0
2023-12-03,E4,admin,4.05,20.0
2023-12-04,E1,sales,5.24,18.5
2023-12-04,E2,sales,6.29,17.5
2023-12-04,E3,warehouse,6.26,16.0
2023-12-04,E4,admin,3.15,20.0
2023-12-05,E1,sales,5.27,18.5
2023-12-05,E2,sales,6.0,17.5
2023-12-05,E3,warehouse,7.9,16.0
2023-12-05,E4,admin,5.07,20.0
2023-12-06,E1,sales,6.28,18.5
2023-12-06,E2,sales,6.58,17.5
2023-12-06,E3,warehouse,5.62,16.0
2023-12-06,E4,admin,3.67,20.0
2023-12-07,E1,sales,5.88,18.5
2023-12-07,E2,sales,4.59,17.5
2023-12-07,E3,warehouse,5.96,16.0
2023-12-07,E4,admin,2.99,20.0
2023-12-08,E1,sales,5.77,18.5
2023-12-08,E2,sales,3.62,17.5
2023-12-08,E3,warehouse,6.03,16.0
2023-12-08,E4,admin,4.09,20.0
2023-12-09,E1,sales,5.27,18.5
2023-12-09,E2,sales,3.58,17.5
2023-12-09,E3,warehouse,6.06,16.0
2023-12-09,E4,admin,3.79,20.0
2023-12-10,E1,sales,5.7,18.5
2023-12-10,E2,sales,3.92,17.5
2023-12-10,E3,warehouse,7.76,16.0
2023-12-10,E4,admin,2.91,20.0
2023-12-11,E1,sales,4.9,18.5
2023-12-11,E2,sales,6.4,17.5
2023-12-11,E3,warehouse,6.92,16.0
2023-12-11,E4,admin,3.23,20.0
2023-12-12,E1,sales,5.62,18.5
2023-12-12,E2,sales,5.78,17.5
2023-12-12,E3,warehouse,6.78,16.0
2023-12-12,E4,admin,2.0,20.0
2023-12-13,E1,sales,4.96,18.5
2023-12-13,E2,sales,4.28,17.5
2023-12-13,E3,warehouse,5.66,16.0
2023-12-13,E4,admin,4.44,20.0
2023-12-14,E1,sales,4.38,18.5
2023-12-14,E2,sales,6.7,17.5
2023-12-14,E3,warehouse,6.55,16.0
2023-12-14,E4,admin,4.32,20.0
2023-12-15,E1,sales,5.62,18.5
2023-12-15,E2,sales,7.36,17.5
2023-12-15,E3,warehouse,7.97,16.0
2023-12-15,E4,admin,5.27,20.0
2023-12-16,E1,sales,5.92,18.5
2023-12-16,E2,sales,8.02,17.5
2023-12-16,E3,warehouse,3.62,16.0
2023-12-16,E4,admin,3.7,20.0
2023-12-17,E1,sales,6.71,18.5
2023-12-17,E2,sales,7.27,17.5
2023-12-17,E3,warehouse,6.32,16.0
2023-12-17,E4,admin,3.86,20.0
2023-12-18,E1,sales,6.06,18.5
2023-12-18,E2,sales,5.79,17.5
2023-12-18,E3,warehouse,5.99,16.0
2023-12-18,E4,admin,4.44,20.0
2023-12-19,E1,sales,6.06,18.5
2023-12-19,E2,sales,5.65,17.5
2023-12-19,E3,warehouse,5.27,16.0
2023-12-19,E4,admin,3.87,20.0
2023-12-20,E1,sales,5.1,18.5
2023-12-20,E2,sales,6.39,17.5
2023-12-20,E3,warehouse,5.41,16.0
2023-12-20,E4,admin,2.59,20.0
2023-12-21,E1,sales,6.88,18.5
2023-12-21,E2,sales,6.72,17.5
2023-12-21,E3,warehouse,5.95,16.0
2023-12-21,E4,admin,3.24,20.0
2023-12-22,E1,sales,5.71,18.5
2023-12-22,E2,sales,6.42,17.5
2023-12-22,E3,warehouse,5.27,16.0
2023-12-22,E4,admin,3.35,20.0
2023-12-23,E1,sales,4.77,18.5
2023-12-23,E2,sales,7.84,17.5
2023-12-23,E3,warehouse,7.11,16.0
2023-12-23,E4,admin,3.33,20.0
2023-12-24,E1,sales,5.02,18.5
2023-12-24,E2,sales,4.49,17.5
2023-12-24,E3,warehouse,6.2,16.0
2023-12-24,E4,admin,3.26,20.0
2023-12-25,E1,sales,7.28,18.5
2023-12-25,E2,sales,7.47,17.5
2023-12-25,E3,warehouse,5.93,16.0
2023-12-25,E4,admin,3.17,20.0
2023-12-26,E1,sales,6.59,18.5
2023-12-26,E2,sales,5.83,17.5
2023-12-26,E3,warehouse,5.59,16.0
2023-12-26,E4,admin,4.35,20.0
2023-12-27,E1,sales,5.98,18.5
2023-12-27,E2,sales,6.34,17.5
2023-12-27,E3,warehouse,4.69,16.0
2023-12-27,E4,admin,3.74,20.0
2023-12-28,E1,sales,6.11,18.5
2023-12-28,E2,sales,5.25,17.5
2023-12-28,E3,warehouse,6.33,16.0
2023-12-28,E4,admin,4.62,20.0
2023-12-29,E1,sales,6.77,18.5
2023-12-29,E2,sales,4.9,17.5
2023-12-29,E3,warehouse,5.73,16.0
2023-12-29,E4,admin,3.77,20.0
2023-12-30,E1,sales,3.47,18.5
2023-12-30,E2,sales,4.94,17.5
2023-12-30,E3,warehouse,7.4,16.0
2023-12-30,E4,admin,5.13,20.0
2023-12-31,E1,sales,5.36,18.5
2023-12-31,E2,sales,5.66,17.5
2023-12-31,E3,warehouse,6.25,16.0
2023-12-31,E4,admin,3.13,20.0
2024-01-01,E1,sales,5.78,18.5
2024-01-01,E2,sales,7.77,17.5
2024-01-01,E3,warehouse,5.58,16.0
2024-01-01,E4,admin,2.38,20.0
2024-01-02,E1,sales,6.28,18.5
2024-01-02,E2,sales,5.19,17.5
2024-01-02,E3,warehouse,7.53,16.0
2024-01-02,E4,admin,3.59,20.0
2024-01-03,E1,sales,5.13,18.5
2024-01-03,E2,sales,6.4,17.5
2024-01-03,E3,warehouse,6.6,16.0
2024-01-03,E4,admin,4.32,20.0
2024-01-04,E1,sales,6.75,18.5
2024-01-04,E2,sales,7.37,17.5
2024-01-04,E3,warehouse,7.06,16.0
2024-01-04,E4,admin,3.55,20.0
2024-01-05,E1,sales,5.31,18.5
2024-01-05,E2,sales,5.85,17.5
2024-01-05,E3,warehouse,6.8,16.0
2024-01-05,E4,admin,3.71,20.0
2024-01-06,E1,sales,5.58,18.5
2024-01-06,E2,sales,5.45,17.5
2024-01-06,E3,warehouse,7.33,16.0
2024-01-06,E4,admin,4.2,20.0
2024-01-07,E1,sales,5.2,18.5
2024-01-07,E2,sales,6.81,17.5
2024-01-07,E3,warehouse,5.84,16.0
2024-01-07,E4,admin,3.4,20.0
2024-01-08,E1,sales,6.69,18.5
2024-01-08,E2,sales,8.07,17.5
2024-01-08,E3,warehouse,6.07,16.0
2024-01-08,E4,admin,3.94,20.0
2024-01-09,E1,sales,5.35,18.5
2024-01-09,E2,sales,5.27,17.5
2024-01-09,E3,warehouse,5.97,16.0
2024-01-09,E4,admin,3.06,20.0
2024-01-10,E1,sales,7.31,18.5
2024-01-10,E2,sales,6.01,17.5
2024-01-10,E3,warehouse,6.56,16.0
2024-01-10,E4,admin,2.97,20.0
2024-01-11,E1,sales,4.67,18.5
2024-01-11,E2,sales,7.63,17.5
2024-01-11,E3,warehouse,7.0,16.0
2024-01-11,E4,admin,2.58,20.0
2024-01-12,E1,sales,6.32,18.5
2024-01-12,E2,sales,5.73,17.5
2024-01-12,E3,warehouse,6.59,16.0
2024-01-12,E4,admin,2.79,20.0
2024-01-13,E1,sales,4.73,18.5
2024-01-13,E2,sales,6.59,17.5
2024-01-13,E3,warehouse,7.32,16.0
2024-01-13,E4,admin,5.09,20.0
2024-01-14,E1,sales,6.52,18.5
2024-01-14,E2,sales,5.64,17.5
2024-01-14,E3,warehouse,5.67,16.0
2024-01-14,E4,admin,4.41,20.0
2024-01-15,E1,sales,7.65,18.5
2024-01-15,E2,sales,4.36,17.5
2024-01-15,E3,warehouse,6.11,16.0
2024-01-15,E4,admin,2.32,20.0
2024-01-16,E1,sales,3.46,18.5
2024-01-16,E2,sales,5.79,17.5
2024-01-16,E3,warehouse,4.29,16.0
2024-01-16,E4,admin,3.06,20.0
2024-01-17,E1,sales,5.17,18.5
2024-01-17,E2,sales,5.25,17.5
2024-01-17,E3,warehouse,6.06,16.0
2024-01-17,E4,admin,2.54,20.0
2024-01-18,E1,sales,6.26,18.5
2024-01-18,E2,sales,6.52,17.5
2024-01-18,E3,warehouse,6.18,16.0
2024-01-18,E4,admin,4.75,20.0
2024-01-19,E1,sales,4.07,18.5
2024-01-19,E2,sales,6.55,17.5
2024-01-19,E3,warehouse,5.49,16.0
2024-01-19,E4,admin,4.69,20.0
2024-01-20,E1,sales,8.72,18.5
2024-01-20,E2,sales,4.81,17.5
2024-01-20,E3,warehouse,5.19,16.0
2024-01-20,E4,admin,4.7,20.0
2024-01-21,E1,sales,5.1,18.5
2024-01-21,E2,sales,8.38,17.5
2024-01-21,E3,warehouse,5.89,16.0
2024-01-21,E4,admin,4.25,20.0
2024-01-22,E1,sales,6.3,18.5
2024-01-22,E2,sales,4.74,17.5
2024-01-22,E3,warehouse,5.89,16.0
2024-01-22,E4,admin,6.01,20.0
2024-01-23,E1,sales,8.03,18.5
2024-01-23,E2,sales,5.42,17.5
2024-01-23,E3,warehouse,6.19,16.0
2024-01-23,E4,admin,4.6,20.0
2024-01-24,E1,sales,7.15,18.5
2024-01-24,E2,sales,5.21,17.5
2024-01-24,E3,warehouse,5.55,16.0
2024-01-24,E4,admin,2.45,20.0
2024-01-25,E1,sales,6.83,18.5
2024-01-25,E2,sales,5.96,17.5
2024-01-25,E3,warehouse,6.21,16.0
2024-01-25,E4,admin,6.57,20.0
2024-01-26,E1,sales,6.73,18.5
2024-01-26,E2,sales,6.04,17.5
2024-01-26,E3,warehouse,3.59,16.0
2024-01-26,E4,admin,4.47,20.0
2024-01-27,E1,sales,6.87,18.5
2024-01-27,E2,sales,6.95,17.5
2024-01-27,E3,warehouse,6.43,16.0
2024-01-27,E4,admin,4.54,20.0
2024-01-28,E1,sales,6.26,18.5
2024-01-28,E2,sales,6.9,17.5
2024-01-28,E3,warehouse,6.72,16.0
2024-01-28,E4,admin,3.6,20.0
2024-01-29,E1,sales,5.87,18.5
2024-01-29,E2,sales,6.77,17.5
2024-01-29,E3,warehouse,6.27,16.0
2024-01-29,E4,admin,5.84,20.0
2024-01-30,E1,sales,4.3,18.5
2024-01-30,E2,sales,6.11,17.5
2024-01-30,E3,warehouse,6.88,16.0
2024-01-30,E4,admin,3.86,20.0
2024-01-31,E1,sales,6.21,18.5
2024-01-31,E2,sales,3.84,17.5
2024-01-31,E3,warehouse,3.95,16.0
2024-01-31,E4,admin,3.89,20.0
2024-02-01,E1,sales,8.32,18.5
2024-02-01,E2,sales,4.91,17.5
2024-02-01,E3,warehouse,5.98,16.0
2024-02-01,E4,admin,5.77,20.0
2024-02-02,E1,sales,6.8,18.5
2024-02-02,E2,sales,7.16,17.5
2024-02-02,E3,warehouse,7.17,16.0
2024-02-02,E4,admin,4.11,20.0
2024-02-03,E1,sales,8.0,18.5
2024-02-03,E2,sales,6.04,17.5
2024-02-03,E3,warehouse,5.32,16.0
2024-02-03,E4,admin,3.66,20.0
2024-02-04,E1,sales,4.46,18.5
2024-02-04,E2,sales,7.0,17.5
2024-02-04,E3,warehouse,4.77,16.0
2024-02-04,E4,admin,4.17,20.0
2024-02-05,E1,sales,7.69,18.5
2024-02-05,E2,sales,6.25,17.5
2024-02-05,E3,warehouse,7.81,16.0
2024-02-05,E4,admin,4.61,20.0
2024-02-06,E1,sales,5.38,18.5
2024-02-06,E2,sales,5.87,17.5
2024-02-06,E3,warehouse,6.23,16.0
2024-02-06,E4,admin,3.93,20.0
2024-02-07,E1,sales,6.71,18.5
2024-02-07,E2,sales,3.85,17.5
2024-02-07,E3,warehouse,5.39,16.0
2024-02-07,E4,admin,2.35,20.0
2024-02-08,E1,sales,8.03,18.5
2024-02-08,E2,sales,6.02,17.5
2024-02-08,E3,warehouse,5.24,16.0
2024-02-08,E4,admin,5.38,20.0
2024-02-09,E1,sales,5.63,18.5
2024-02-09,E2,sales,6.42,17.5
2024-02-09,E3,warehouse,6.03,16.0
2024-02-09,E4,admin,2.0,20.0
2024-02-10,E1,sales,6.68,18.5
2024-02-10,E2,sales,5.44,17.5
2024-02-10,E3,warehouse,4.66,16.0
2024-02-10,E4,admin,4.43,20.0
2024-02-11,E1,sales,6.63,18.5
2024-02-11,E2,sales,8.15,17.5
2024-02-11,E3,warehouse,4.63,16.0
2024-02-11,E4,admin,4.5,20.0
2024-02-12,E1,sales,6.55,18.5
2024-02-12,E2,sales,7.01,17.5
2024-02-12,E3,warehouse,5.15,16.0
2024-02-12,E4,admin,3.03,20.0
2024-02-13,E1,sales,5.75,18.5
2024-02-13,E2,sales,6.64,17.5
2024-02-13,E3,warehouse,7.37,16.0
2024-02-13,E4,admin,3.79,20.0
2024-02-14,E1,sales,8.14,18.5
2024-02-14,E2,sales,7.33,17.5
2024-02-14,E3,warehouse,7.12,16.0
2024-02-14,E4,admin,3.07,20.0
2024-02-15,E1,sales,5.58,18.5
2024-02-15,E2,sales,4.61,17.5
2024-02-15,E3,warehouse,6.56,16.0
2024-02-15,E4,admin,2.46,20.0
2024-02-16,E1,sales,6.12,18.5
2024-02-16,E2,sales,6.67,17.5
2024-02-16,E3,warehouse,7.06,16.0
2024-02-16,E4,admin,5.64,20.0
2024-02-17,E1,sales,6.91,18.5
2024-02-17,E2,sales,5.72,17.5
2024-02-17,E3,warehouse,7.97,16.0
2024-02-17,E4,admin,6.0,20.0
2024-02-18,E1,sales,6.08,18.5
2024-02-18,E2,sales,5.66,17.5
2024-02-18,E3,warehouse,5.39,16.0
2024-02-18,E4,admin,4.19,20.0
2024-02-19,E1,sales,7.02,18.5
2024-02-19,E2,sales,6.2,17.5
2024-02-19,E3,warehouse,6.01,16.0
2024-02-19,E4,admin,4.86,20.0
2024-02-20,E1,sales,5.87,18.5
2024-02-20,E2,sales,5.6,17.5
2024-02-20,E3,warehouse,6.5,16.0
2024-02-20,E4,admin,3.01,20.0
2024-02-21,E1,sales,6.78,18.5
2024-02-21,E2,sales,6.38,17.5
2024-02-21,E3,warehouse,6.2,16.0
2024-02-21,E4,admin,3.19,20.0
2024-02-22,E1,sales,5.94,18.5
2024-02-22,E2,sales,4.94,17.5
2024-02-22,E3,warehouse,6.2,16.0
2024-02-22,E4,admin,5.93,20.0
2024-02-23,E1,sales,7.22,18.5
2024-02-23,E2,sales,6.86,17.5
2024-02-23,E3,warehouse,4.95,16.0
2024-02-23,E4,admin,3.38,20.0
2024-02-24,E1,sales,6.19,18.5
2024-02-24,E2,sales,6.36,17.5
2024-02-24,E3,warehouse,6.82,16.0
2024-02-24,E4,admin,4.01,20.0
2024-02-25,E1,sales,6.29,18.5
2024-02-25,E2,sales,6.43,17.5
2024-02-25,E3,warehouse,5.85,16.0
2024-02-25,E4,admin,4.75,20.0
2024-02-26,E1,sales,4.34,18.5
2024-02-26,E2,sales,6.28,17.5
2024-02-26,E3,warehouse,6.88,16.0
2024-02-26,E4,admin,4.56,20.0
2024-02-27,E1,sales,5.48,18.5
2024-02-27,E2,sales,7.06,17.5
2024-02-27,E3,warehouse,6.24,16.0
2024-02-27,E4,admin,4.01,20.0
2024-02-28,E1,sales,4.8,18.5
2024-02-28,E2,sales,5.15,17.5
2024-02-28,E3,warehouse,6.2,16.0
2024-02-28,E4,admin,2.89,20.0
2024-02-29,E1,sales,5.49,18.5
2024-02-29,E2,sales,5.43,17.5
2024-02-29,E3,warehouse,6.21,16.0
2024-02-29,E4,admin,5.41,20.0
2024-03-01,E1,sales,5.3,18.5
2024-03-01,E2,sales,6.74,17.5
2024-03-01,E3,warehouse,5.38,16.0
2024-03-01,E4,admin,4.42,20.0
2024-03-02,E1,sales,5.76,18.5
2024-03-02,E2,sales,4.6,17.5
2024-03-02,E3,warehouse,8.64,16.0
2024-03-02,E4,admin,3.39,20.0
2024-03-03,E1,sales,6.1,18.5
2024-03-03,E2,sales,6.29,17.5
2024-03-03,E3,warehouse,6.07,16.0
2024-03-03,E4,admin,3.67,20.0
2024-03-04,E1,sales,4.67,18.5
2024-03-04,E2,sales,7.07,17.5
2024-03-04,E3,warehouse,7.26,16.0
2024-03-04,E4,admin,3.53,20.0
2024-03-05,E1,sales,5.45,18.5
2024-03-05,E2,sales,6.75,17.5
2024-03-05,E3,warehouse,5.24,16.0
2024-03-05,E4,admin,5.03,20.0
2024-03-06,E1,sales,6.75,18.5
2024-03-06,E2,sales,5.35,17.5
2024-03-06,E3,warehouse,3.48,16.0
2024-03-06,E4,admin,2.79,20.0
2024-03-07,E1,sales,5.59,18.5
2024-03-07,E2,sales,4.99,17.5
2024-03-07,E3,warehouse,6.35,16.0
2024-03-07,E4,admin,5.25,20.0
2024-03-08,E1,sales,6.6,18.5
2024-03-08,E2,sales,8.74,17.5
2024-03-08,E3,warehouse,8.29,16.0
2024-03-08,E4,admin,3.12,20.0
2024-03-09,E1,sales,5.52,18.5
2024-03-09,E2,sales,6.31,17.5
2024-03-09,E3,warehouse,4.96,16.0
2024-03-09,E4,admin,3.68,20.0
2024-03-10,E1,sales,5.99,18.5
2024-03-10,E2,sales,6.7,17.5
2024-03-10,E3,warehouse,6.32,16.0
2024-03-10,E4,admin,5.12,20.0
2024-03-11,E1,sales,4.4,18.5
2024-03-11,E2,sales,6.06,17.5
2024-03-11,E3,warehouse,5.7,16.0
2024-03-11,E4,admin,4.5,20.0
2024-03-12,E1,sales,5.8,18.5
2024-03-12,E2,sales,5.26,17.5
2024-03-12,E3,warehouse,6.77,16.0
2024-03-12,E4,admin,4.07,20.0
2024-03-13,E1,sales,5.8,18.5
2024-03-13,E2,sales,4.64,17.5
2024-03-13,E3,warehouse,5.68,16.0
2024-03-13,E4,admin,5.14,20.0
2024-03-14,E1,sales,7.35,18.5
2024-03-14,E2,sales,6.62,17.5
2024-03-14,E3,warehouse,6.16,16.0
2024-03-14,E4,admin,5.46,20.0
2024-03-15,E1,sales,5.14,18.5
2024-03-15,E2,sales,5.22,17.5
2024-03-15,E3,warehouse,5.07,16.0
2024-03-15,E4,admin,3.65,20.0
2024-03-16,E1,sales,7.55,18.5
2024-03-16,E2,sales,4.81,17.5
2024-03-16,E3,warehouse,8.45,16.0
2024-03-16,E4,admin,2.71,20.0
2024-03-17,E1,sales,5.82,18.5
2024-03-17,E2,sales,6.28,17.5
2024-03-17,E3,warehouse,7.77,16.0
2024-03-17,E4,admin,6.27,20.0
2024-03-18,E1,sales,5.08,18.5
2024-03-18,E2,sales,5.54,17.5
2024-03-18,E3,warehouse,5.83,16.0
2024-03-18,E4,admin,5.26,20.0
2024-03-19,E1,sales,5.76,18.5
2024-03-19,E2,sales,5.66,17.5
2024-03-19,E3,warehouse,7.33,16.0
2024-03-19,E4,admin,2.86,20.0
2024-03-20,E1,sales,4.57,18.5
2024-03-20,E2,sales,6.18,17.5
2024-03-20,E3,warehouse,4.99,16.0
2024-03-20,E4,admin,3.23,20.0
2024-03-21,E1,sales,6.44,18.5
2024-03-21,E2,sales,7.31,17.5
2024-03-21,E3,warehouse,5.31,16.0
2024-03-21,E4,admin,5.5,20.0
2024-03-22,E1,sales,4.4,18.5
2024-03-22,E2,sales,8.54,17.5
2024-03-22,E3,warehouse,5.57,16.0
2024-03-22,E4,admin,4.35,20.0
2024-03-23,E1,sales,5.77,18.5
2024-03-23,E2,sales,6.39,17.5
2024-03-23,E3,warehouse,6.43,16.0
2024-03-23,E4,admin,2.65,20.0
2024-03-24,E1,sales,5.8,18.5
2024-03-24,E2,sales,6.39,17.5
2024-03-24,E3,warehouse,5.64,16.0
2024-03-24,E4,admin,4.16,20.0
2024-03-25,E1,sales,5.7,18.5
2024-03-25,E2,sales,6.1,17.5
2024-03-25,E3,warehouse,7.77,16.0
2024-03-25,E4,admin,4.01,20.0
2024-03-26,E1,sales,6.41,18.5
2024-03-26,E2,sales,4.62,17.5
2024-03-26,E3,warehouse,6.51,16.0
2024-03-26,E4,admin,4.15,20.0
2024-03-27,E1,sales,6.34,18.5
2024-03-27,E2,sales,6.39,17.5
2024-03-27,E3,warehouse,6.63,16.0
2024-03-27,E4,admin,4.78,20.0
2024-03-28,E1,sales,5.49,18.5
2024-03-28,E2,sales,4.95,17.5
2024-03-28,E3,warehouse,6.77,16.0
2024-03-28,E4,admin,2.21,20.0
2024-03-29,E1,sales,5.64,18.5
2024-03-29,E2,sales,6.28,17.5
2024-03-29,E3,warehouse,6.44,16.0
2024-03-29,E4,admin,4.47,20.0
2024-03-30,E1,sales,5.96,18.5
2024-03-30,E2,sales,4.01,17.5
2024-03-30,E3,warehouse,4.62,16.0
2024-03-30,E4,admin,2.8,20.0
2024-03-31,E1,sales,6.81,18.5
2024-03-31,E2,sales,6.62,17.5
2024-03-31,E3,warehouse,4.43,16.0
2024-03-31,E4,admin,3.71,20.0
2024-04-01,E1,sales,6.26,18.5
2024-04-01,E2,sales,6.38,17.5
2024-04-01,E3,warehouse,6.01,16.0
2024-04-01,E4,admin,5.06,20.0
2024-04-02,E1,sales,6.35,18.5
2024-04-02,E2,sales,6.01,17.5
2024-04-02,E3,warehouse,6.79,16.0
2024-04-02,E4,admin,2.61,20.0
2024-04-03,E1,sales,6.86,18.5
2024-04-03,E2,sales,7.74,17.5
2024-04-03,E3,warehouse,5.09,16.0
2024-04-03,E4,admin,2.0,20.0
2024-04-04,E1,sales,7.37,18.5
2024-04-04,E2,sales,6.35,17.5
2024-04-04,E3,warehouse,6.58,16.0
2024-04-04,E4,admin,4.05,20.0
2024-04-05,E1,sales,5.49,18.5
2024-04-05,E2,sales,7.32,17.5
2024-04-05,E3,warehouse,6.32,16.0
2024-04-05,E4,admin,2.0,20.0
2024-04-06,E1,sales,6.22,18.5
2024-04-06,E2,sales,9.5,17.5
2024-04-06,E3,warehouse,6.02,16.0
2024-04-06,E4,admin,3.41,20.0
2024-04-07,E1,sales,5.86,18.5
2024-04-07,E2,sales,7.71,17.5
2024-04-07,E3,warehouse,6.36,16.0
2024-04-07,E4,admin,6.05,20.0
2024-04-08,E1,sales,4.72,18.5
2024-04-08,E2,sales,6.81,17.5
2024-04-08,E3,warehouse,6.57,16.0
2024-04-08,E4,admin,2.0,20.0
2024-04-09,E1,sales,4.35,18.5
2024-04-09,E2,sales,4.63,17.5
2024-04-09,E3,warehouse,5.06,16.0
2024-04-09,E4,admin,3.1,20.0
2024-04-10,E1,sales,5.8,18.5
2024-04-10,E2,sales,6.9,17.5
2024-04-10,E3,warehouse,5.97,16.0
2024-04-10,E4,admin,2.53,20.0
2024-04-11,E1,sales,5.98,18.5
2024-04-11,E2,sales,6.59,17.5
2024-04-11,E3,warehouse,6.8,16.0
2024-04-11,E4,admin,3.37,20.0
2024-04-12,E1,sales,7.09,18.5
2024-04-12,E2,sales,6.88,17.5
2024-04-12,E3,warehouse,6.94,16.0
2024-04-12,E4,admin,5.29,20.0
2024-04-13,E1,sales,5.08,18.5
2024-04-13,E2,sales,6.85,17.5
2024-04-13,E3,warehouse,5.02,16.0
2024-04-13,E4,admin,3.03,20.0
2024-04-14,E1,sales,5.03,18.5
2024-04-14,E2,sales,4.21,17.5
2024-04-14,E3,warehouse,2.96,16.0
2024-04-14,E4,admin,2.48,20.0
2024-04-15,E1,sales,5.53,18.5
2024-04-15,E2,sales,7.43,17.5
2024-04-15,E3,warehouse,5.07,16.0
2024-04-15,E4,admin,2.09,20.0
2024-04-16,E1,sales,7.45,18.5
2024-04-16,E2,sales,4.68,17.5
2024-04-16,E3,warehouse,6.75,16.0
2024-04-16,E4,admin,3.45,20.0
2024-04-17,E1,sales,7.68,18.5
2024-04-17,E2,sales,5.45,17.5
2024-04-17,E3,warehouse,6.87,16.0
2024-04-17,E4,admin,2.0,20.0
2024-04-18,E1,sales,5.82,18.5
2024-04-18,E2,sales,6.26,17.5
2024-04-18,E3,warehouse,7.77,16.0
2024-04-18,E4,admin,3.92,20.0
2024-04-19,E1,sales,6.06,18.5
2024-04-19,E2,sales,7.24,17.5
2024-04-19,E3,warehouse,6.96,16.0
2024-04-19,E4,admin,3.51,20.0
2024-04-20,E1,sales,4.56,18.5
2024-04-20,E2,sales,7.45,17.5
2024-04-20,E3,warehouse,4.91,16.0
2024-04-20,E4,admin,4.31,20.0
2024-04-21,E1,sales,4.96,18.5
2024-04-21,E2,sales,8.06,17.5
2024-04-21,E3,warehouse,6.7,16.0
2024-04-21,E4,admin,3.97,20.0
2024-04-22,E1,sales,6.3,18.5
2024-04-22,E2,sales,5.25,17.5
2024-04-22,E3,warehouse,9.28,16.0
2024-04-22,E4,admin,4.51,20.0
2024-04-23,E1,sales,5.71,18.5
2024-04-23,E2,sales,5.53,17.5
2024-04-23,E3,warehouse,5.35,16.0
2024-04-23,E4,admin,5.02,20.0
2024-04-24,E1,sales,4.06,18.5
2024-04-24,E2,sales,4.52,17.5
2024-04-24,E3,warehouse,7.2,16.0
2024-04-24,E4,admin,3.23,20.0
2024-04-25,E1,sales,5.47,18.5
2024-04-25,E2,sales,5.52,17.5
2024-04-25,E3,warehouse,6.53,16.0
2024-04-25,E4,admin,4.76,20.0
2024-04-26,E1,sales,6.52,18.5
2024-04-26,E2,sales,7.58,17.5
2024-04-26,E3,warehouse,5.73,16.0
2024-04-26,E4,admin,3.84,20.0
2024-04-27,E1,sales,7.0,18.5
2024-04-27,E2,sales,6.28,17.5
2024-04-27,E3,warehouse,4.33,16.0
2024-04-27,E4,admin,5.86,20.0
2024-04-28,E1,sales,6.55,18.5
2024-04-28,E2,sales,5.61,17.5
2024-04-28,E3,warehouse,6.26,16.0
2024-04-28,E4,admin,4.42,20.0
2024-04-29,E1,sales,6.37,18.5
2024-04-29,E2,sales,4.61,17.5
2024-04-29,E3,warehouse,6.1,16.0
2024-04-29,E4,admin,6.1,20.0
2024-04-30,E1,sales,6.36,18.5
2024-04-30,E2,sales,6.23,17.5
2024-04-30,E3,warehouse,5.73,16.0
2024-04-30,E4,admin,4.82,20.0
2024-05-01,E1,sales,5.62,18.5
2024-05-01,E2,sales,4.33,17.5
2024-05-01,E3,warehouse,3.92,16.0
2024-05-01,E4,admin,2.67,20.0
2024-05-02,E1,sales,5.85,18.5
